Slope,Elevation,Aspect,PL,PR,V,TWI,SPI,TRI
46.619,3543.5,76.7356,-1.71941,4.54809,1,2.83383,30.4632,0.498177
10.7732,3762.38,129.815,-4.62318,4.86432,1,4.05718,2.01802,0.769144
42.5336,3549.99,94.3925,15.2996,-9.82293,1,0.0861993,1.24419,0.610436
41.6023,3097.8,93.9517,7.23706,-1.30544,1,0.81203,2.3419,0.419127
25.8378,3492.19,41.4795,2.7836,-0.653897,1,3.36425,7.01424,0.513777
25.4649,3467.07,57.7276,-1.71737,0.377634,1,1.43501,0.982638,0.473501
23.3569,3432.83,66.9317,-1.67331,1.3817,1,2.44913,2.19483,0.460585
34.8913,3310.11,144.11,-3.19766,13.1123,1,0.36042,0.798028,0.435003
36.0709,3231.39,99.5411,-3.594,3.011,1,2.8818,11.0465,0.505135
29.3462,3138.27,104.453,-4.96615,5.54385,1,6.12491,154.236,0.498779
24.1089,3113.98,97.6219,-2.07652,-2.43403,1,8.34042,857.225,0.512284
29.31,3030.15,121.173,4.63267,1.43767,1,2.52323,4.19324,0.50064
31.63,2671.39,174.429,-3.3495,1.153,1,1.87092,2.69663,0.333447
10.6746,2669.44,319.063,-1.42654,4.64846,1,1.6687,0.181696,0.766068
28.5538,2720.28,167.884,-3.1813,0.916201,1,5.59209,84.1505,0.420441
8.11488,2818.99,263.642,-4.96654,1.06096,1,8.38396,85.3265,0.258343
27.3394,2762.92,159.521,0.134869,1.12487,1,2.45145,3.24953,0.488175
31.0548,3267.1,110.914,11.2365,-7.09096,1,6.91411,396.729,0.500027
40.4712,3183.22,110.716,5.06465,-2.15285,1,0.158746,1.09131,0.53348
31.1294,3175.81,127.81,1.51064,-1.74436,1,0.504282,0.657163,0.508767
27.8674,2344.37,246.448,8.24611,-6.22389,1,0.637251,0.55648,0.564328
26.3348,1803.41,119.468,-0.30374,-4.76374,1,5.24652,48.332,0.43664
24.699,1770.34,171.664,0.0511535,-0.350096,1,1.46983,0.943658,0.540549
21.5162,1420.25,66.8832,3.48754,-1.81996,1,1.62395,0.792513,0.547751
28.2879,1421.36,113.447,-3.68279,1.89721,1,3.50995,10.2347,0.505574
31.5999,3895.04,105.392,-6.76924,8.47076,1,1.8721,2.69249,0.452219
30.9613,4367.15,148.792,-0.761986,-7.50199,1,2.70815,5.86404,0.480707
14.5768,3836.65,24.283,-1.62995,4.33505,1,3.2928,1.77405,0.335814
29.1261,4298.92,76.6131,5.88127,-4.01373,1,4.32252,24.9248,0.503126
37.1806,4226.1,90.6683,1.37003,6.41003,1,1.6627,3.61042,0.483926
31.9516,4208.24,77.4239,5.23153,0.716531,1,1.16524,1.37065,0.511555
31.4571,4260.73,81.6919,11.0796,-4.02041,1,1.59001,2.00471,0.504167
24.356,4273.33,61.7488,-3.7811,1.5989,1,1.89115,1.38984,0.48553
36.0045,4518.66,71.3527,-1.12893,-1.71893,1,3.87464,29.6345,0.475475
22.3338,4039.27,119.245,2.27071,2.55321,1,4.06765,9.95797,0.497116
40.0809,3714.99,134.456,-0.261353,-5.58135,1,1.782,5.32936,0.534921
25.1433,3774.55,177.208,-0.554307,0.913193,1,3.05898,4.83066,0.492888
25.6506,3864.27,217.82,1.9391,-4.2159,1,1.83215,1.4884,0.483432
37.5278,3862.81,171.939,6.36615,-7.39635,1,5.43999,162.858,0.58003
30.1357,4005.98,204.223,4.99048,-0.039521,1,1.23699,1.24949,0.572985
38.1582,3676.15,133.492,3.45422,-0.425782,1,1.62742,3.81261,0.450834
30.1395,3458.35,213.336,-6.31044,-4.40044,1,1.23684,1.24973,0.325818
25.6331,4034.38,115.711,4.44104,-1.36896,1,0.734324,0.495676,0.475025
33.6763,3936.8,101.891,-2.18245,3.24255,1,0.405986,0.748933,0.496235
25.3032,3971.36,130.469,-1.55475,-0.774747,1,4.90804,31.1781,0.447255
32.3343,3997.28,131.332,3.66761,-4.16239,1,3.78947,19.5687,0.436197
32.2451,4006.26,128.975,-6.38572,0.696782,1,1.55932,2.0871,0.460689
25.6034,4068.5,166.95,6.44302,2.57302,1,1.4288,0.989809,0.386565
31.7453,4212.51,105.931,1.14856,-0.296438,1,1.57874,2.03441,0.529107
44.7667,4078.18,134.233,5.48149,-6.05851,1,0.701291,2.91459,0.416342
35.7996,3974.17,88.5972,2.72987,-4.67763,1,1.93626,4.18726,0.475702
40.3656,3918.29,62.6239,-2.50812,-1.85562,1,1.54878,4.33732,0.685885
29.1788,4206.31,140.817,6.73825,-7.02675,1,2.5286,4.16531,0.482502
42.9321,4269.81,164.504,-5.55554,-1.58554,1,0.0722451,1.27799,0.508898
20.3799,3962.39,132.023,-0.160039,-0.552539,1,2.78197,2.22649,0.618378
36.644,4096.16,187.375,7.10214,0.912144,1,0.295905,0.87648,0.55334
34.6641,4000.28,139.104,-8.89307,3.81943,1,5.25169,104.088,0.539014
40.3483,3917.41,98.7872,1.78495,-3.51505,1,1.95485,6.49917,0.560083
18.0098,3897.31,177.772,4.06805,-1.19695,1,1.12359,0.321058,0.503223
34.6824,3872.35,175.709,5.08864,-20.0064,1,1.75449,3.15723,0.513202
36.0537,3710.02,115.906,-0.648024,3.66948,1,0.317488,0.848943,0.533103
22.9409,3787.36,157.98,-5.52014,-1.85014,1,4.57335,17.5926,0.459732
36.1549,3777.47,126.641,2.68835,-1.09415,1,1.41239,2.56074,0.449777
33.9792,3715.38,92.7872,-1.1133,-0.273302,1,7.16878,665.712,0.551355
32.7465,3529.31,117.575,-14.4102,6.28235,1,6.66398,359.771,0.358131
22.9657,3656.71,159.542,-1.01013,2.14987,1,1.55172,0.859346,0.52067
18.8478,4041.29,219.642,1.38113,5.23363,1,1.76797,0.676782,0.547921
34.6373,4101.84,112.975,-16.1693,15.9807,1,3.46092,17.3237,0.53079
18.7041,3724.01,80.0489,-0.259275,-3.00927,1,4.21855,7.71402,0.415484
37.1323,3716.38,123.276,4.07865,-1.09635,1,1.37677,2.70062,0.52831
23.5789,3094.64,136.32,0.0613044,3.0738,1,3.8736,9.3302,0.56262
36.9275,3267.86,162.55,-14.5201,4.63992,1,6.49216,441.513,0.420095
26.3682,3378.26,179.92,-1.75887,1.28363,1,5.04556,39.6599,0.462915
24.5224,3224.79,85.5507,1.59577,1.05077,1,5.10231,35.0561,0.526744
35.4586,3225.04,105.18,-8.78309,6.89691,1,0.33939,0.822359,0.486965
40.4286,3105.95,59.1099,6.90223,-5.36027,1,5.36974,199.193,0.427881
22.2098,3108.61,59.5138,-1.08322,3.75678,1,2.68753,2.47232,0.479217
28.4065,3277.83,89.7641,-2.6824,-6.1474,1,3.61036,11.441,0.608137
32.4883,3322.02,79.7251,-4.38298,1.38452,1,5.0052,66.9207,0.504599
21.4094,3273.62,44.9415,-0.941882,-0.981882,1,3.76949,6.69551,0.523601
26.4229,3397.42,44.672,0.519811,-0.515189,1,5.14201,43.9049,0.512314
25.1814,3828.81,90.9152,-7.5272,7.6853,1,2.14096,1.93615,0.581279
32.3052,3775.42,106.126,0.19719,0.55969,1,0.458389,0.697845,0.48724
27.2998,3757.17,191.264,-3.87308,-8.54308,1,1.35454,1.08097,0.679575
31.763,3864.18,134.936,8.19104,-8.42896,1,3.88063,20.3626,0.442725
29.8065,3853.44,92.9256,-1.14539,-2.33289,1,0.557121,0.614368,0.505999
35.9713,3820.64,117.004,-0.43347,3.24903,1,6.9053,611.921,0.470299
28.455,3784.13,111.126,1.90582,2.43332,1,0.6126,0.573471,0.47887
29.7617,3801.26,138.758,-0.497232,1.70277,1,2.16837,3.06484,0.557815
23.1042,3822.81,129.507,-2.43031,-0.0328128,1,5.10035,30.3065,0.520264
43.7375,3995.9,107.251,1.69065,4.45315,1,4.46292,112.174,0.45876
28.5997,3841.96,52.8458,2.89162,1.31912,1,0.606581,0.577726,0.44203
9.85805,3868.37,126.803,3.00352,-3.31898,1,4.84104,3.67853,0.585068
27.8172,3858.5,104.495,0.264044,4.97904,1,4.04057,16.6515,0.483431
33.2684,3495.22,141.786,-9.49441,0.950589,1,3.75367,20.532,0.559252
39.0108,3595.81,63.6564,-17.2756,7.58444,1,4.56731,78.0586,0.507333
26.8768,3562.9,86.2802,-5.30493,2.20507,1,5.24395,50.7666,0.527796
15.4193,3762.38,60.2325,-2.93113,1.55887,1,5.86276,26.149,0.468571
21.7333,4005.51,143.076,1.30001,-0.612492,1,0.919744,0.401163,0.494116
38.5441,4000.24,87.6881,6.15858,-6.03642,1,1.3259,2.92279,0.593335
26.7944,3819.64,148.443,-0.427051,-2.22455,1,2.88039,4.73914,0.508355
22.3818,3826.52,155.779,-0.19245,2.76255,1,4.60079,17.057,0.486575
31.0528,3963.54,91.6209,-8.22093,2.53157,1,1.20045,1.30921,0.51741
27.0831,3763.41,141.806,4.06652,-5.89848,1,0.670695,0.534483,0.440583
16.0706,3862.36,189.087,-4.19237,1.54263,1,6.07284,35.2808,0.50398
13.9709,4002.96,104.496,3.8178,-4.4722,1,1.39115,0.241985,0.520957
20.1685,3980.21,91.0146,-0.704428,0.258072,1,6.032,56.0727,0.48319
30.1301,3412.33,202.329,-1.1289,9.0786,1,1.64268,1.87371,0.410975
28.7325,3605.15,195.844,-1.09502,-4.50002,1,7.09028,382.728,0.47677
2.04138,3960.01,247.292,-0.590215,-0.0177152,1,4.43279,0.101895,0.84203
19.4409,2960.85,173.033,-7.22055,8.10945,1,3.23863,3.15797,0.428159
36.7063,2987.37,219.326,19.2864,-26.0086,1,0.986782,1.75892,0.404417
22.9048,2939.85,149.021,-6.76868,8.57132,1,0.861527,0.428238,0.543636
29.3754,2970.4,167.394,5.7579,1.0854,1,0.574644,0.601032,0.479399
33.6174,3185.98,322.755,-8.77752,4.42498,1,1.79451,2.9866,0.491701
27.5801,2723.96,40.92,2.32845,1.75345,1,2.44119,3.29001,0.491153
43.5932,3437.22,30.6813,-0.120311,-3.72531,1,0.742275,2.67555,0.50985
24.7914,3160.62,352.499,-0.554869,4.28513,1,6.30584,119.96,0.475661
34.9287,2669.9,96.2305,-7.36345,-0.0384461,1,2.30494,5.59722,0.506026
33.928,2729.34,141.334,8.75344,-11.5241,1,0.396483,0.758789,0.495548
36.026,2851.48,114.312,4.69749,-3.65001,1,1.7048,3.39072,0.367725
27.5764,2836.07,105.422,4.00708,6.93958,1,1.34273,1.09646,0.498001
28.0535,2536.97,105.812,-14.7379,13.8796,1,4.15577,19.1017,0.533437
25.1466,2649.0,125.44,0.101543,-0.158457,1,3.15414,5.31464,0.517578
34.6912,2620.32,97.0429,-3.37784,10.4147,1,3.20109,13.4244,0.505112
25.9251,2741.28,137.224,-1.50902,-1.68652,1,4.71029,27.1787,0.529909
30.1876,2690.55,160.503,1.17516,7.22266,1,5.91704,135.302,0.520178
21.7338,2744.13,119.124,4.6954,-2.2871,1,0.919718,0.401175,0.564934
20.8109,2698.35,102.342,0.0902654,1.26527,1,1.66051,0.761064,0.470003
38.0195,3080.11,120.337,-14.3972,9.03525,1,3.24185,18.9146,0.49729
40.8409,2707.87,125.289,-11.6869,5.45063,1,0.145693,1.11633,0.401579
52.8835,2876.92,98.1358,8.39361,-6.10889,1,2.02386,37.404,0.586367
37.9062,1900.99,236.743,3.88839,-1.69411,1,1.3488,2.81921,0.517216
49.7134,1489.12,156.253,-29.8431,35.8969,1,1.44416,11.5506,0.479433
29.8377,2085.29,49.0676,2.35133,0.423833,1,2.34762,3.69207,0.496523
29.9464,1933.35,146.6,2.25431,-5.62819,1,3.25952,9.28138,0.510004
44.5111,1496.23,115.826,-9.66632,-0.18132,1,2.96151,27.163,0.473052
46.0545,1474.86,162.659,4.73795,0.561698,1,-0.0368165,1.61345,0.505345
38.6096,1715.16,74.813,-4.34739,1.20636,1,0.918089,1.95583,0.458789
31.5613,1783.83,139.663,11.5662,-11.0175,1,1.87361,2.6872,0.461673
30.7546,1753.12,145.873,9.51174,-20.437,1,2.59856,5.1579,0.492309
27.2818,1519.95,97.7175,-10.399,-3.42521,1,5.37169,59.9384,0.462475
38.784,1607.98,159.264,2.58172,-7.90953,1,4.20769,53.3381,0.479878
23.1988,2046.81,132.388,-1.86469,2.29781,1,1.9459,1.30559,0.585845
32.4989,1541.82,110.275,-5.5367,0.578304,1,5.64388,126.866,0.494202
38.3918,1668.36,115.277,-0.45859,-4.73109,1,0.232742,0.965852,0.529517
41.1939,1817.75,134.96,-14.7919,19.9968,1,2.43584,11.4111,0.51007
45.174,1728.31,152.988,-0.352226,-2.06098,1,4.63832,156.363,0.515414
27.0462,1733.63,145.234,8.89875,-7.225,1,1.36543,1.06693,0.446409
38.1651,2006.71,143.918,-1.09131,3.90494,1,2.80583,12.3958,0.480945
33.3062,1941.53,113.649,-3.11368,2.60007,1,2.98497,9.55137,0.519768
29.8606,1725.73,84.176,-3.70037,1.11713,1,2.50084,4.31243,0.44965
36.4882,1803.86,152.603,6.53882,-4.57369,1,0.301589,0.869093,0.477503
32.8689,1535.79,201.318,0.571644,6.69164,1,1.12985,1.43668,0.486081
35.4259,1737.48,101.922,10.6348,-5.14395,1,6.17248,279.937,0.483881
26.8161,1752.41,74.3717,0.205961,0.908461,1,2.29167,2.63582,0.510312
28.0101,1783.72,70.7893,1.58585,0.177097,1,1.32438,1.12113,0.386823
25.649,1670.37,257.745,7.74327,1.75827,1,0.733614,0.496088,0.505564
32.2339,1579.28,136.711,7.67679,-3.52071,1,0.461149,0.695298,0.489843
32.4282,1642.45,147.033,-3.57313,-3.98563,1,2.39955,4.91581,0.468136
37.1016,1538.84,217.559,5.64664,-4.90211,1,0.279267,0.898689,0.524057
33.7872,1920.7,92.3416,-2.30032,1.96218,1,3.23501,12.8054,0.522843
44.2293,1932.59,66.898,-8.53375,14.9212,1,3.07143,29.405,0.417757
33.2671,1914.27,92.8848,-3.91956,-0.165806,1,2.61873,6.59915,0.533267
41.4213,1885.91,80.766,-5.79837,7.52913,1,4.23612,70.6115,0.524779
33.7321,1868.67,131.731,0.642798,2.5278,1,0.403874,0.751106,0.503731
33.7688,1907.39,177.465,2.25514,-3.18361,1,3.04155,10.5355,0.49021
40.2589,1921.92,74.1807,3.32431,4.55931,1,0.166257,1.07735,0.524497
38.8149,1876.46,126.031,-13.7479,24.6583,1,2.00936,5.93699,0.403526
32.0417,1842.82,141.805,1.86253,-5.41122,1,1.56721,2.06548,0.567904
27.5365,1826.19,166.605,-2.96247,5.33253,1,0.651283,0.547107,0.495531
32.8427,1804.48,113.162,15.8778,-12.7847,1,1.53632,2.15212,0.468842
29.744,1788.16,120.164,-4.38901,3.74474,1,2.35141,3.67449,0.534643
33.2229,1890.42,142.582,-1.29672,1.02828,1,2.98814,9.51037,0.520745
36.1686,1976.21,147.34,-0.931603,8.66715,1,0.313276,0.854208,0.530822
30.7057,2116.68,83.6729,3.40807,3.78307,1,1.90735,2.57253,0.51237
38.5738,1975.69,113.663,-9.47394,12.9673,1,2.17213,6.83142,0.42282
34.1323,2115.34,57.4503,-5.2719,9.1681,1,5.39943,115.036,0.445969
26.4921,2117.33,124.887,-2.68224,4.64026,1,1.38948,1.03678,0.527487
36.0209,2082.73,81.4986,-11.8463,12.4187,1,5.2885,122.033,0.539463
38.8105,2036.86,106.669,-7.93192,12.9206,1,5.89108,287.872,0.459961
39.1597,2002.56,44.9815,1.18891,5.10766,1,0.205293,1.00943,0.496819
38.5046,2030.99,61.9375,-9.36371,7.45504,1,6.62896,585.187,0.424105
28.5197,4335.24,128.181,1.53281,-0.977185,1,3.31796,8.63052,0.490797
28.2344,4313.42,135.893,4.25059,3.08559,1,2.70126,4.53632,0.492376
35.0329,4184.75,74.023,3.56578,-5.32922,1,0.355155,0.804015,0.484515
37.4395,4092.96,139.796,1.52801,-7.07699,1,3.21147,17.3965,0.530753
24.1562,4069.14,134.255,2.38308,7.86058,1,1.495,0.916694,0.411331
30.0347,4083.28,118.899,-1.42815,-8.76065,1,4.04442,20.5109,0.53067
30.4888,4054.61,121.123,5.14949,-2.27801,1,2.13914,3.18036,0.490518
33.1335,4023.78,132.783,3.55867,-8.22633,1,3.56209,16.7486,0.492381
29.9098,4050.01,25.3496,1.83739,-8.65011,1,0.552945,0.617606,0.504135
31.2364,4294.26,77.5661,-9.95134,10.5437,1,2.69729,5.94682,0.529377
27.7258,4227.56,55.2593,-1.39233,0.502675,1,0.643242,0.552452,0.509954
30.8028,4072.03,83.3677,-5.53894,4.75356,1,6.6889,309.588,0.464687
26.6985,3931.67,341.885,-2.31696,7.80554,1,4.05463,15.195,0.489885
31.4932,4350.58,139.481,8.76035,-15.3647,1,0.489984,0.669465,0.526047
31.5929,4390.33,101.899,-5.61467,3.19533,1,6.27909,220.705,0.518355
30.5449,4233.17,124.424,3.47324,-7.42676,1,7.30852,561.981,0.530828
27.5883,4253.42,148.97,-2.40251,13.1975,1,6.02435,118.491,0.488507
32.724,4246.83,149.752,-6.7836,3.1114,1,1.82856,2.85202,0.513693
20.2093,4272.07,143.344,0.603174,-0.426826,1,5.24786,25.7161,0.535132
25.8645,4234.86,118.112,-6.72673,-1.28173,1,2.11029,2.00688,0.464727
34.5764,4253.27,144.694,6.31752,0.582517,1,1.75845,3.1397,0.513044
25.8307,4253.3,150.539,5.15195,-6.40805,1,0.725504,0.500833,0.456719
21.0204,4217.48,159.246,3.79567,-2.07933,1,5.59113,39.6722,0.463209
27.0337,4216.33,153.887,3.3234,0.0833998,1,2.87004,4.79811,0.503202
32.2971,3667.05,135.55,-2.73948,-0.806981,1,4.30885,32.785,0.537427
26.5012,3537.36,151.333,-19.3677,0.202321,1,3.40399,7.77948,0.50381
33.2452,3657.58,120.816,11.538,-13.7745,1,2.98729,9.52131,0.558323
26.6008,4223.28,172.456,0.214391,-1.11061,1,7.32491,396.201,0.516346
33.9471,3212.99,147.341,-1.52687,2.47563,1,4.85011,65.3206,0.50508
27.8597,3082.77,169.388,-2.44151,2.88099,1,1.73619,1.66878,0.430172
19.1443,3316.75,113.295,-0.588038,-0.348038,1,5.20114,21.7106,0.508961
44.3672,3362.6,92.299,3.00596,7.60346,1,5.84514,478.093,0.464641
21.1706,3343.34,121.364,5.62541,-2.50959,1,8.51335,749.436,0.445048
30.7481,3678.31,119.735,-4.74725,-2.85725,1,1.61799,1.93357,0.449027
22.8233,3437.62,99.2553,-2.93356,2.38644,1,5.6017,48.6005,0.510962
22.7484,3416.27,37.3722,0.687562,-0.204938,1,1.56231,0.849125,0.443463
43.4109,3516.61,177.732,4.54743,-13.8976,1,6.14454,582.474,0.531787
31.7768,3555.48,119.297,-5.76879,0.46621,1,2.9638,8.15077,0.489526
34.1842,3562.35,152.996,6.77264,-10.7774,1,1.07999,1.53797,0.496505
21.9042,3416.47,95.929,2.72141,-3.87359,1,0.911098,0.405051,0.540568
33.7756,3121.07,160.208,-3.73318,1.11932,1,8.34744,2124.4,0.446736
34.5146,3210.39,336.279,-12.8081,0.781871,1,0.374466,0.782387,0.538607
41.2676,3209.04,10.4771,-1.88303,17.0345,1,0.130655,1.14641,0.340996
25.3752,3280.7,185.377,-4.29475,6.61525,1,6.55705,163.328,0.506154
28.7369,3459.99,72.0233,0.8847,1.1522,1,2.39265,3.49071,0.540688
38.6858,3226.45,54.1831,-6.13359,8.57641,1,0.91536,1.96439,0.502076
21.9173,3330.96,191.097,4.81948,1.07448,1,0.91044,0.405349,0.452462
16.3878,3498.64,266.2,-0.256955,-0.196955,1,5.96009,32.8867,0.498701
27.711,3036.94,104.081,-3.21233,0.165167,1,6.71461,239.03,0.517264
33.3128,2951.46,300.952,0.701886,-14.1106,1,0.41977,0.734973,0.697326
37.7029,3053.12,170.023,-11.3847,0.025327,1,4.46221,62.2504,0.55876
31.0414,2960.36,176.722,3.44865,-1.05135,1,1.2009,1.30844,0.453152
33.0187,2978.41,81.2764,-12.1894,-15.9644,1,5.45486,110.033,0.463547
36.471,2999.5,98.6095,-0.958001,0.474499,1,0.995362,1.73657,0.48593
48.0732,2985.77,102.2,-3.0963,13.5262,1,0.585667,3.87097,0.334137
39.4052,3081.98,56.6397,-2.32964,2.96036,1,1.29516,3.07202,0.5177
34.9769,3050.45,208.945,-0.838327,-6.34833,1,0.357238,0.801638,0.48849
31.9076,3116.08,113.761,-1.60413,0.348374,1,2.55324,5.4703,0.585836
24.4329,3314.43,175.495,-7.02972,7.47528,1,3.18686,5.11707,0.507464
29.191,3357.62,184.369,0.0309734,10.1785,1,3.87803,16.0761,0.516454
30.6568,3433.45,104.553,4.09533,-9.21217,1,1.9093,2.56614,0.696032
34.6135,3501.46,111.929,2.41312,-6.60938,1,0.37077,0.786457,0.522115
21.3888,3211.73,123.616,3.42719,-7.86531,1,1.63048,0.786783,0.603017
23.261,3164.71,74.7609,-4.21732,-0.222323,1,9.47606,2448.45,0.526083
31.5917,3515.33,106.968,0.487161,-7.21034,1,1.17927,1.34568,0.503271
29.1801,3193.53,186.184,-0.470785,2.14171,1,5.59327,89.2623,0.491331
